code_module,code_presentation,id_student,final_result,final_marks
BBB,2014J,495489,Fail,17.2
BBB,2014J,495522,Withdrawn,22.4
BBB,2014J,495786,Fail,0.0
BBB,2014J,496373,Withdrawn,0.0
BBB,2014J,496381,Pass,80.6
BBB,2014J,497074,Pass,62.2
BBB,2014J,497084,Pass,71.8
BBB,2014J,498841,Pass,54.5
BBB,2014J,499790,Pass,54.4
BBB,2014J,499819,Pass,59.1
BBB,2014J,500502,Fail,46.85
BBB,2014J,501414,Withdrawn,0.0
BBB,2014J,502767,Pass,70.85
BBB,2014J,503159,Withdrawn,0.0
BBB,2014J,503663,Withdrawn,0.0
BBB,2014J,504066,Withdrawn,0.0
BBB,2014J,504597,Pass,61.45
BBB,2014J,505595,Withdrawn,6.0
BBB,2014J,505692,Withdrawn,0.0
BBB,2014J,505871,Fail,66.05
BBB,2014J,505878,Fail,41.8
BBB,2014J,506020,Pass,67.85
BBB,2014J,506219,Pass,77.1
BBB,2014J,506679,Withdrawn,0.0
BBB,2014J,507014,Pass,62.0
BBB,2014J,507149,Distinction,95.55
BBB,2014J,507386,Fail,5.6
BBB,2014J,507783,Pass,73.05
BBB,2014J,508431,Withdrawn,0.0
BBB,2014J,509466,Fail,15.0
BBB,2014J,509578,Pass,35.0
BBB,2014J,509935,Pass,70.15
BBB,2014J,510068,Fail,15.5
BBB,2014J,510471,Pass,70.35
BBB,2014J,511001,Pass,68.95
BBB,2014J,511295,Fail,0.0
BBB,2014J,511424,Withdrawn,0.0
BBB,2014J,511807,Pass,49.0
BBB,2014J,511962,Withdrawn,0.0
BBB,2014J,512411,Distinction,82.35
BBB,2014J,512493,Withdrawn,0.0
BBB,2014J,512722,Pass,68.5
BBB,2014J,513250,Fail,6.7
BBB,2014J,513751,Pass,55.6
BBB,2014J,514006,Withdrawn,0.0
BBB,2014J,514581,Withdrawn,0.0
BBB,2014J,515329,Pass,72.95
BBB,2014J,515349,Distinction,85.0
BBB,2014J,516434,Pass,53.6
BBB,2014J,516588,Fail,7.2
BBB,2014J,517112,Withdrawn,0.0
BBB,2014J,518389,Pass,68.35
BBB,2014J,519995,Withdrawn,0.0
BBB,2014J,520024,Pass,56.9
BBB,2014J,520076,Pass,61.1
BBB,2014J,520972,Pass,54.25
BBB,2014J,521081,Pass,63.3
BBB,2014J,521164,Fail,45.25
BBB,2014J,522189,Pass,76.85
BBB,2014J,522381,Pass,72.6
BBB,2014J,522478,Fail,0.0
BBB,2014J,522784,Withdrawn,0.0
BBB,2014J,523132,Pass,66.45
BBB,2014J,523831,Withdrawn,11.8
BBB,2014J,523905,Pass,86.7
BBB,2014J,524043,Distinction,80.65
BBB,2014J,526789,Withdrawn,0.0
BBB,2014J,526844,Withdrawn,0.0
BBB,2014J,527102,Fail,5.8
BBB,2014J,527742,Fail,67.45
BBB,2014J,528432,Distinction,86.9
BBB,2014J,528702,Fail,20.0
BBB,2014J,530021,Withdrawn,15.1
BBB,2014J,530772,Pass,81.85
BBB,2014J,530941,Pass,76.3
BBB,2014J,530960,Withdrawn,0.0
BBB,2014J,531450,Fail,65.3
BBB,2014J,531753,Pass,72.2
BBB,2014J,531865,Pass,81.9
BBB,2014J,532779,Pass,63.5
BBB,2014J,532794,Withdrawn,0.0
BBB,2014J,533209,Pass,68.55
BBB,2014J,534428,Pass,61.4
BBB,2014J,534588,Withdrawn,0.0
BBB,2014J,534715,Pass,67.75
BBB,2014J,534884,Withdrawn,5.4
BBB,2014J,535963,Distinction,87.75
BBB,2014J,536767,Fail,21.9
BBB,2014J,537194,Pass,73.1
BBB,2014J,537221,Withdrawn,0.0
BBB,2014J,537640,Distinction,86.55
BBB,2014J,539635,Distinction,79.4
BBB,2014J,539657,Withdrawn,0.0
BBB,2014J,541123,Withdrawn,0.0
BBB,2014J,541171,Fail,35.3
BBB,2014J,541315,Fail,49.8
BBB,2014J,541476,Pass,74.8
BBB,2014J,541995,Withdrawn,0.0
BBB,2014J,542164,Pass,64.95
BBB,2014J,543439,Pass,66.95
BBB,2014J,544177,Withdrawn,0.0
BBB,2014J,545964,Pass,67.1
BBB,2014J,546114,Withdrawn,0.0
BBB,2014J,546250,Pass,50.85
BBB,2014J,547408,Pass,73.05
BBB,2014J,547788,Pass,71.0
BBB,2014J,549288,Withdrawn,0.0
BBB,2014J,549775,Distinction,83.3
BBB,2014J,549839,Withdrawn,0.0
BBB,2014J,550081,Pass,53.0
BBB,2014J,550245,Pass,63.4
BBB,2014J,551000,Fail,31.8
BBB,2014J,551237,Withdrawn,0.0
BBB,2014J,551242,Pass,59.75
BBB,2014J,551276,Pass,68.85
BBB,2014J,551922,Pass,84.65
BBB,2014J,552698,Fail,39.5
BBB,2014J,553196,Withdrawn,0.0
BBB,2014J,554048,Pass,75.45
BBB,2014J,554243,Fail,19.9
BBB,2014J,554599,Pass,69.85
BBB,2014J,555749,Pass,87.4
BBB,2014J,556290,Withdrawn,0.0
BBB,2014J,556644,Distinction,77.1
BBB,2014J,556863,Pass,79.8
BBB,2014J,557085,Withdrawn,0.0
BBB,2014J,559344,Pass,71.75
BBB,2014J,559685,Fail,0.0
BBB,2014J,559973,Withdrawn,25.4
BBB,2014J,560089,Pass,70.2
BBB,2014J,560208,Pass,66.6
BBB,2014J,560597,Distinction,85.75
BBB,2014J,560652,Pass,69.5
BBB,2014J,561206,Pass,65.1
BBB,2014J,561608,Pass,44.7
BBB,2014J,561618,Pass,57.8
BBB,2014J,561752,Pass,68.15
BBB,2014J,561773,Withdrawn,0.0
BBB,2014J,561798,Withdrawn,0.0
BBB,2014J,561979,Pass,58.2
BBB,2014J,562239,Pass,52.95
BBB,2014J,562769,Withdrawn,0.0
BBB,2014J,563027,Pass,54.55
BBB,2014J,563302,Pass,52.4
BBB,2014J,563820,Pass,65.6
BBB,2014J,564115,Distinction,88.25
BBB,2014J,564278,Pass,58.6
BBB,2014J,565182,Pass,83.65
BBB,2014J,565273,Distinction,92.65
BBB,2014J,565575,Pass,73.85
BBB,2014J,565576,Pass,70.2
BBB,2014J,565599,Distinction,87.65
BBB,2014J,568019,Pass,75.25
BBB,2014J,568232,Pass,64.2
BBB,2014J,568749,Pass,73.7
BBB,2014J,568775,Withdrawn,5.0
BBB,2014J,569157,Withdrawn,0.0
BBB,2014J,569256,Withdrawn,0.0
BBB,2014J,569589,Pass,79.2
BBB,2014J,569981,Pass,56.75
BBB,2014J,570275,Pass,66.7
BBB,2014J,570484,Pass,66.45
BBB,2014J,570692,Withdrawn,0.0
BBB,2014J,571334,Fail,61.15
BBB,2014J,571395,Fail,52.7
BBB,2014J,571641,Distinction,81.05
BBB,2014J,571868,Withdrawn,0.0
BBB,2014J,572032,Pass,68.55
BBB,2014J,572101,Pass,60.05
BBB,2014J,572106,Fail,19.0
BBB,2014J,572119,Fail,72.2
BBB,2014J,572306,Pass,75.15
BBB,2014J,572371,Withdrawn,29.5
BBB,2014J,572395,Pass,75.05
BBB,2014J,572496,Pass,69.1
BBB,2014J,572538,Pass,88.75
BBB,2014J,573130,Pass,64.35
BBB,2014J,573131,Fail,52.05
BBB,2014J,573159,Fail,0.0
BBB,2014J,573252,Withdrawn,0.0
BBB,2014J,573297,Pass,73.3
BBB,2014J,573534,Pass,39.8
BBB,2014J,573554,Withdrawn,0.0
BBB,2014J,573713,Pass,79.0
BBB,2014J,573873,Fail,0.0
BBB,2014J,573934,Pass,66.05
BBB,2014J,574031,Pass,74.25
BBB,2014J,574063,Pass,77.65
BBB,2014J,574244,Fail,52.05
BBB,2014J,574253,Distinction,73.85
BBB,2014J,574306,Withdrawn,0.0
BBB,2014J,574512,Pass,68.65
BBB,2014J,574841,Pass,74.5
BBB,2014J,574849,Pass,68.1
BBB,2014J,574865,Distinction,88.55
BBB,2014J,575404,Fail,23.9
BBB,2014J,575630,Pass,51.1
BBB,2014J,575892,Withdrawn,0.0
BBB,2014J,576203,Fail,0.0
BBB,2014J,576262,Withdrawn,34.25
BBB,2014J,576268,Pass,51.4
BBB,2014J,576445,Withdrawn,0.0
BBB,2014J,576689,Distinction,84.3
BBB,2014J,576913,Fail,32.4
BBB,2014J,576923,Pass,66.0
BBB,2014J,577354,Withdrawn,0.0
BBB,2014J,577467,Distinction,75.5
BBB,2014J,577618,Pass,86.55
BBB,2014J,577645,Distinction,85.25
BBB,2014J,577728,Fail,51.4
BBB,2014J,577743,Pass,74.45
BBB,2014J,577934,Withdrawn,0.0
BBB,2014J,577965,Distinction,70.15
BBB,2014J,578132,Pass,88.35
BBB,2014J,578418,Withdrawn,36.6
BBB,2014J,578439,Pass,49.15
BBB,2014J,578445,Withdrawn,0.0
BBB,2014J,578551,Pass,54.9
BBB,2014J,578710,Pass,69.6
BBB,2014J,578861,Pass,70.6
BBB,2014J,579031,Withdrawn,0.0
BBB,2014J,579161,Pass,77.75
BBB,2014J,579201,Withdrawn,0.0
BBB,2014J,579251,Fail,12.1
BBB,2014J,579409,Pass,61.0
BBB,2014J,579486,Fail,0.0
BBB,2014J,581016,Pass,72.9
BBB,2014J,581118,Pass,77.4
BBB,2014J,581178,Pass,54.2
BBB,2014J,581235,Pass,51.5
BBB,2014J,581672,Withdrawn,0.0
BBB,2014J,581866,Pass,70.55
BBB,2014J,581877,Pass,65.9
BBB,2014J,582040,Pass,85.5
BBB,2014J,582253,Pass,69.0
BBB,2014J,582348,Fail,21.1
BBB,2014J,582460,Pass,65.9
BBB,2014J,582694,Withdrawn,21.8
BBB,2014J,582709,Pass,74.45
BBB,2014J,582816,Fail,0.0
BBB,2014J,582898,Pass,74.85
BBB,2014J,582933,Withdrawn,9.4
BBB,2014J,582964,Pass,61.05
BBB,2014J,583179,Withdrawn,0.0
BBB,2014J,583775,Pass,48.75
BBB,2014J,583843,Distinction,79.5
BBB,2014J,583954,Pass,63.05
BBB,2014J,584274,Withdrawn,0.0
BBB,2014J,584283,Withdrawn,0.0
BBB,2014J,584509,Pass,84.0
BBB,2014J,584539,Pass,64.45
BBB,2014J,584595,Withdrawn,0.0
BBB,2014J,584664,Withdrawn,0.0
BBB,2014J,584733,Distinction,84.75
BBB,2014J,584864,Pass,58.8
BBB,2014J,585074,Fail,0.0
BBB,2014J,585762,Pass,68.35
BBB,2014J,585963,Withdrawn,17.7
BBB,2014J,586036,Pass,72.0
BBB,2014J,586134,Pass,74.05
BBB,2014J,586142,Distinction,84.8
BBB,2014J,586180,Pass,70.9
BBB,2014J,586376,Pass,80.85
BBB,2014J,586398,Withdrawn,0.0
BBB,2014J,586502,Pass,53.9
BBB,2014J,586516,Distinction,78.8
BBB,2014J,586561,Withdrawn,5.0
BBB,2014J,586652,Pass,59.2
BBB,2014J,586818,Fail,7.0
BBB,2014J,587037,Withdrawn,7.0
BBB,2014J,587054,Pass,75.15
BBB,2014J,587434,Withdrawn,0.0
BBB,2014J,587459,Pass,63.2
BBB,2014J,587860,Pass,48.9
BBB,2014J,588062,Withdrawn,0.0
BBB,2014J,588166,Withdrawn,15.8
BBB,2014J,588207,Fail,0.0
BBB,2014J,588251,Fail,58.05
BBB,2014J,588944,Pass,85.85
BBB,2014J,588991,Fail,0.0
BBB,2014J,589133,Pass,76.55
BBB,2014J,589554,Pass,75.35
BBB,2014J,589621,Pass,81.3
BBB,2014J,589935,Withdrawn,18.3
BBB,2014J,589968,Withdrawn,0.0
BBB,2014J,590086,Pass,67.95
BBB,2014J,590122,Pass,59.75
BBB,2014J,590416,Fail,33.4
BBB,2014J,590444,Withdrawn,23.4
BBB,2014J,590593,Withdrawn,8.3
BBB,2014J,590668,Pass,61.1
BBB,2014J,590764,Withdrawn,0.0
BBB,2014J,590854,Distinction,85.0
BBB,2014J,590867,Withdrawn,0.0
BBB,2014J,591159,Withdrawn,7.2
BBB,2014J,591986,Withdrawn,19.7
BBB,2014J,591999,Withdrawn,23.7
BBB,2014J,592090,Withdrawn,0.0
BBB,2014J,592135,Pass,80.5
BBB,2014J,592139,Distinction,84.6
BBB,2014J,592258,Pass,77.3
BBB,2014J,592262,Withdrawn,0.0
BBB,2014J,592733,Pass,78.2
BBB,2014J,592815,Withdrawn,0.0
BBB,2014J,593000,Pass,44.85
BBB,2014J,593346,Pass,74.15
BBB,2014J,593476,Pass,69.05
BBB,2014J,593583,Withdrawn,14.9
BBB,2014J,593791,Withdrawn,0.0
BBB,2014J,593819,Withdrawn,0.0
BBB,2014J,594083,Pass,72.85
BBB,2014J,594282,Distinction,84.45
BBB,2014J,594872,Pass,92.9
BBB,2014J,595018,Withdrawn,0.0
BBB,2014J,595130,Pass,76.8
BBB,2014J,595137,Fail,18.5
BBB,2014J,595365,Pass,59.6
BBB,2014J,595421,Pass,64.85
BBB,2014J,595850,Withdrawn,0.0
BBB,2014J,595892,Pass,71.35
BBB,2014J,596072,Withdrawn,0.0
BBB,2014J,596128,Fail,58.75
BBB,2014J,596151,Fail,4.9
BBB,2014J,596496,Withdrawn,0.0
BBB,2014J,596513,Pass,75.55
BBB,2014J,596728,Pass,80.25
BBB,2014J,596744,Withdrawn,0.0
BBB,2014J,596988,Pass,85.6
BBB,2014J,597532,Withdrawn,0.0
BBB,2014J,597539,Fail,0.0
BBB,2014J,597744,Withdrawn,14.7
BBB,2014J,597853,Withdrawn,7.3
BBB,2014J,598035,Pass,60.9
BBB,2014J,598201,Pass,72.45
BBB,2014J,598282,Pass,73.7
BBB,2014J,598313,Pass,66.6
BBB,2014J,598317,Withdrawn,0.0
BBB,2014J,598395,Withdrawn,0.0
BBB,2014J,598581,Pass,55.8
BBB,2014J,598769,Fail,5.9
BBB,2014J,598837,Pass,67.9
BBB,2014J,599108,Fail,80.0
BBB,2014J,599232,Withdrawn,0.0
BBB,2014J,599323,Fail,0.0
BBB,2014J,599355,Pass,82.9
BBB,2014J,599644,Withdrawn,0.0
BBB,2014J,600387,Distinction,81.0
BBB,2014J,600398,Pass,67.35
BBB,2014J,600404,Fail,0.0
BBB,2014J,600415,Pass,71.9
BBB,2014J,600428,Pass,55.2
BBB,2014J,600463,Pass,54.75
BBB,2014J,600606,Pass,72.8
BBB,2014J,600658,Fail,0.0
BBB,2014J,600664,Pass,74.85
BBB,2014J,601247,Pass,64.35
BBB,2014J,601285,Withdrawn,0.0
BBB,2014J,601316,Withdrawn,8.0
BBB,2014J,601706,Pass,41.2
BBB,2014J,601803,Fail,7.0
BBB,2014J,601874,Fail,59.5
BBB,2014J,601882,Withdrawn,0.0
BBB,2014J,601930,Withdrawn,5.3
BBB,2014J,601983,Withdrawn,39.4
BBB,2014J,602109,Fail,55.9
BBB,2014J,602448,Fail,16.5
BBB,2014J,602471,Pass,58.7
BBB,2014J,602570,Fail,47.05
BBB,2014J,602666,Pass,73.55
BBB,2014J,602696,Distinction,85.15
BBB,2014J,602779,Pass,62.35
BBB,2014J,602865,Pass,64.45
BBB,2014J,602943,Distinction,81.9
BBB,2014J,603055,Pass,67.7
BBB,2014J,603113,Pass,86.15
BBB,2014J,603121,Fail,5.8
BBB,2014J,603200,Pass,73.55
BBB,2014J,603203,Withdrawn,0.0
BBB,2014J,603580,Pass,69.35
BBB,2014J,603731,Pass,66.3
BBB,2014J,603746,Pass,73.3
BBB,2014J,603921,Pass,72.05
BBB,2014J,604358,Pass,79.3
BBB,2014J,604725,Distinction,83.3
BBB,2014J,604950,Pass,72.35
BBB,2014J,604990,Pass,65.35
BBB,2014J,605068,Pass,69.1
BBB,2014J,605089,Pass,54.3
BBB,2014J,605186,Fail,0.0
BBB,2014J,605243,Pass,75.8
BBB,2014J,605383,Withdrawn,0.0
BBB,2014J,605770,Pass,68.65
BBB,2014J,605771,Pass,62.75
BBB,2014J,605901,Withdrawn,23.5
BBB,2014J,606004,Withdrawn,0.0
BBB,2014J,606027,Pass,76.55
BBB,2014J,606105,Pass,70.9
BBB,2014J,606134,Pass,73.2
BBB,2014J,606239,Pass,74.45
BBB,2014J,606391,Pass,79.15
BBB,2014J,606442,Pass,60.0
BBB,2014J,606517,Pass,64.8
BBB,2014J,606531,Fail,6.0
BBB,2014J,606535,Pass,47.95
BBB,2014J,606586,Pass,78.6
BBB,2014J,606861,Pass,69.55
BBB,2014J,606864,Pass,65.85
BBB,2014J,606914,Withdrawn,30.1
BBB,2014J,607062,Pass,39.75
BBB,2014J,607176,Withdrawn,38.0
BBB,2014J,607603,Pass,74.9
BBB,2014J,607923,Distinction,80.15
BBB,2014J,608068,Withdrawn,20.5
BBB,2014J,608134,Pass,67.8
BBB,2014J,608195,Fail,75.55
BBB,2014J,608319,Withdrawn,0.0
BBB,2014J,608448,Distinction,84.45
BBB,2014J,608851,Pass,72.05
BBB,2014J,609194,Pass,61.1
BBB,2014J,609203,Fail,56.05
BBB,2014J,609403,Pass,61.9
BBB,2014J,609927,Pass,71.05
BBB,2014J,610385,Pass,76.3
BBB,2014J,610405,Pass,75.2
BBB,2014J,610437,Withdrawn,0.0
BBB,2014J,610470,Pass,64.4
BBB,2014J,610494,Withdrawn,0.0
BBB,2014J,610545,Pass,70.35
BBB,2014J,611241,Pass,60.95
BBB,2014J,611268,Distinction,84.8
BBB,2014J,611275,Withdrawn,5.4
BBB,2014J,611329,Pass,71.3
BBB,2014J,611821,Pass,59.25
BBB,2014J,612135,Distinction,87.55
BBB,2014J,612230,Pass,80.95
BBB,2014J,612247,Pass,42.4
BBB,2014J,612337,Withdrawn,0.0
BBB,2014J,612473,Withdrawn,0.0
BBB,2014J,612566,Pass,84.85
BBB,2014J,612750,Pass,57.85
BBB,2014J,613102,Pass,82.2
BBB,2014J,613135,Fail,40.55
BBB,2014J,613380,Fail,0.0
BBB,2014J,613909,Pass,73.25
BBB,2014J,614159,Pass,58.4
BBB,2014J,614405,Withdrawn,0.0
BBB,2014J,615016,Withdrawn,0.0
BBB,2014J,615165,Withdrawn,5.2
BBB,2014J,615263,Withdrawn,5.6
BBB,2014J,616660,Pass,78.0
BBB,2014J,617297,Pass,49.05
BBB,2014J,617521,Pass,77.5
BBB,2014J,617525,Pass,79.05
BBB,2014J,617530,Pass,59.0
BBB,2014J,617671,Withdrawn,0.0
BBB,2014J,617804,Withdrawn,0.0
BBB,2014J,617811,Withdrawn,0.0
BBB,2014J,618197,Pass,59.55
BBB,2014J,618589,Fail,43.95
BBB,2014J,618734,Withdrawn,42.6
BBB,2014J,618858,Withdrawn,0.0
BBB,2014J,618960,Fail,5.8
BBB,2014J,618983,Fail,23.2
BBB,2014J,618994,Pass,80.05
BBB,2014J,619052,Fail,0.0
BBB,2014J,619935,Pass,58.25
BBB,2014J,620000,Pass,76.15
BBB,2014J,620115,Fail,0.0
BBB,2014J,620135,Withdrawn,0.0
BBB,2014J,620550,Fail,0.0
BBB,2014J,620655,Withdrawn,0.0
BBB,2014J,620698,Pass,75.95
BBB,2014J,621487,Pass,65.8
BBB,2014J,621826,Pass,77.15
BBB,2014J,621856,Fail,0.0
BBB,2014J,621899,Withdrawn,0.0
BBB,2014J,621935,Withdrawn,0.0
BBB,2014J,622007,Fail,74.3
BBB,2014J,622117,Withdrawn,25.25
BBB,2014J,622313,Pass,62.9
BBB,2014J,622573,Pass,82.8
BBB,2014J,622722,Withdrawn,0.0
BBB,2014J,623042,Fail,72.25
BBB,2014J,623097,Pass,72.55
BBB,2014J,623319,Withdrawn,0.0
BBB,2014J,623376,Pass,70.45
BBB,2014J,623441,Pass,57.95
BBB,2014J,623519,Pass,74.05
BBB,2014J,623648,Pass,60.25
BBB,2014J,623689,Pass,84.8
BBB,2014J,624342,Pass,81.85
BBB,2014J,624709,Fail,0.0
BBB,2014J,624795,Withdrawn,0.0
BBB,2014J,625666,Pass,68.3
BBB,2014J,625709,Fail,7.3
BBB,2014J,625826,Distinction,83.05
BBB,2014J,626012,Pass,61.4
BBB,2014J,626075,Pass,67.75
BBB,2014J,626139,Pass,71.6
BBB,2014J,626159,Pass,66.0
BBB,2014J,626195,Distinction,85.5
BBB,2014J,626210,Fail,25.1
BBB,2014J,626597,Withdrawn,0.0
BBB,2014J,626646,Distinction,73.25
BBB,2014J,626660,Withdrawn,0.0
BBB,2014J,626740,Pass,85.25
BBB,2014J,626835,Withdrawn,0.0
BBB,2014J,627119,Withdrawn,0.0
BBB,2014J,627269,Pass,68.95
BBB,2014J,627563,Pass,87.15
BBB,2014J,627660,Fail,58.95
BBB,2014J,627968,Fail,29.3
BBB,2014J,628388,Pass,79.7
BBB,2014J,628435,Withdrawn,0.0
BBB,2014J,628656,Pass,55.4
BBB,2014J,628679,Pass,77.55
BBB,2014J,628819,Withdrawn,0.0
BBB,2014J,628991,Pass,84.05
BBB,2014J,629053,Pass,76.35
BBB,2014J,629127,Pass,83.6
BBB,2014J,629245,Pass,59.5
BBB,2014J,629553,Pass,75.55
BBB,2014J,630274,Fail,0.0
BBB,2014J,630286,Fail,0.0
BBB,2014J,630343,Withdrawn,4.7
BBB,2014J,630404,Pass,76.75
BBB,2014J,630465,Withdrawn,0.0
BBB,2014J,630597,Pass,61.75
BBB,2014J,630697,Pass,79.3
BBB,2014J,630716,Fail,72.1
BBB,2014J,630773,Fail,0.0
BBB,2014J,630834,Pass,73.35
BBB,2014J,631230,Pass,58.1
BBB,2014J,631248,Pass,59.25
BBB,2014J,631266,Fail,0.0
BBB,2014J,631416,Pass,70.1
BBB,2014J,631561,Fail,0.0
BBB,2014J,631640,Pass,81.85
BBB,2014J,631775,Fail,14.0
BBB,2014J,631954,Pass,67.3
BBB,2014J,632144,Withdrawn,0.0
BBB,2014J,632255,Withdrawn,36.4
BBB,2014J,632281,Pass,66.0
BBB,2014J,632431,Withdrawn,0.0
BBB,2014J,632473,Fail,0.0
BBB,2014J,632605,Fail,0.0
BBB,2014J,632632,Pass,43.2
BBB,2014J,632722,Withdrawn,6.9
BBB,2014J,632955,Pass,66.85
BBB,2014J,633016,Withdrawn,0.0
BBB,2014J,633206,Fail,0.0
BBB,2014J,633902,Pass,79.0
BBB,2014J,633949,Distinction,82.5
BBB,2014J,634247,Fail,53.5
BBB,2014J,634636,Pass,55.15
BBB,2014J,634772,Pass,72.65
BBB,2014J,635251,Withdrawn,0.0
BBB,2014J,635328,Fail,35.8
BBB,2014J,635425,Withdrawn,0.0
BBB,2014J,635452,Pass,64.9
BBB,2014J,635561,Fail,13.8
BBB,2014J,635716,Withdrawn,0.0
BBB,2014J,635777,Pass,67.8
BBB,2014J,635890,Fail,43.05
BBB,2014J,635921,Pass,67.35
BBB,2014J,635924,Pass,67.9
BBB,2014J,636064,Withdrawn,0.0
BBB,2014J,636302,Pass,74.3
BBB,2014J,636525,Pass,73.25
BBB,2014J,636660,Withdrawn,0.0
BBB,2014J,636807,Withdrawn,0.0
BBB,2014J,636953,Fail,0.0
BBB,2014J,637003,Pass,73.2
BBB,2014J,637063,Pass,79.4
BBB,2014J,637238,Pass,54.8
BBB,2014J,637279,Pass,51.95
BBB,2014J,637295,Withdrawn,0.0
BBB,2014J,637348,Fail,46.65
BBB,2014J,637370,Pass,67.2
BBB,2014J,637382,Pass,82.25
BBB,2014J,637388,Fail,73.75
BBB,2014J,637414,Distinction,80.7
BBB,2014J,637586,Distinction,93.6
BBB,2014J,637715,Pass,53.0
BBB,2014J,637810,Pass,62.85
BBB,2014J,637815,Distinction,74.0
BBB,2014J,637820,Fail,33.3
BBB,2014J,637867,Fail,0.0
BBB,2014J,637903,Pass,75.2
BBB,2014J,638036,Withdrawn,6.8
BBB,2014J,638417,Withdrawn,0.0
BBB,2014J,638516,Distinction,84.6
BBB,2014J,638544,Withdrawn,20.1
BBB,2014J,638554,Withdrawn,0.0
BBB,2014J,638575,Withdrawn,0.0
BBB,2014J,638756,Pass,65.9
BBB,2014J,638818,Withdrawn,0.0
BBB,2014J,638997,Pass,51.2
BBB,2014J,639659,Withdrawn,0.0
BBB,2014J,639663,Pass,61.2
BBB,2014J,639724,Distinction,90.75
BBB,2014J,640225,Pass,68.3
BBB,2014J,640265,Withdrawn,5.4
BBB,2014J,640289,Withdrawn,10.0
BBB,2014J,640291,Withdrawn,5.0
BBB,2014J,640330,Withdrawn,0.0
BBB,2014J,640425,Pass,72.15
BBB,2014J,640455,Fail,55.15
BBB,2014J,640501,Withdrawn,0.0
BBB,2014J,640701,Pass,71.2
BBB,2014J,640706,Withdrawn,22.0
BBB,2014J,640712,Withdrawn,0.0
BBB,2014J,640753,Fail,17.5
BBB,2014J,641045,Withdrawn,0.0
BBB,2014J,641262,Withdrawn,0.0
BBB,2014J,641329,Fail,16.35
BBB,2014J,641540,Withdrawn,0.0
BBB,2014J,641616,Pass,64.65
BBB,2014J,641795,Withdrawn,0.0
BBB,2014J,641840,Pass,64.3
BBB,2014J,641992,Withdrawn,7.6
BBB,2014J,642067,Pass,74.75
BBB,2014J,642075,Fail,0.0
BBB,2014J,642083,Pass,85.9
BBB,2014J,642122,Pass,52.75
BBB,2014J,642201,Pass,56.6
BBB,2014J,642250,Fail,20.2
BBB,2014J,642292,Withdrawn,0.0
BBB,2014J,642405,Distinction,90.4
BBB,2014J,642413,Pass,65.15
BBB,2014J,642439,Withdrawn,43.55
BBB,2014J,642550,Pass,87.45
BBB,2014J,642595,Pass,81.6
BBB,2014J,642600,Pass,51.45
BBB,2014J,642633,Fail,0.0
BBB,2014J,642698,Pass,59.95
BBB,2014J,642731,Withdrawn,0.0
BBB,2014J,642802,Withdrawn,0.0
BBB,2014J,642834,Pass,64.65
BBB,2014J,642836,Withdrawn,0.0
BBB,2014J,642988,Fail,0.0
BBB,2014J,643172,Pass,59.75
BBB,2014J,643208,Pass,74.05
BBB,2014J,643321,Distinction,82.1
BBB,2014J,643354,Pass,69.7
BBB,2014J,643587,Pass,79.5
BBB,2014J,643608,Withdrawn,5.4
BBB,2014J,643953,Fail,13.4
BBB,2014J,643986,Pass,68.75
BBB,2014J,644069,Pass,58.4
BBB,2014J,644101,Withdrawn,18.0
BBB,2014J,644164,Pass,64.25
BBB,2014J,644172,Pass,73.5
BBB,2014J,644362,Pass,74.15
BBB,2014J,644482,Withdrawn,0.0
BBB,2014J,644484,Pass,59.95
BBB,2014J,644599,Pass,44.45
BBB,2014J,644793,Distinction,79.2
BBB,2014J,644822,Pass,76.1
BBB,2014J,644863,Fail,73.1
BBB,2014J,644883,Withdrawn,0.0
BBB,2014J,644975,Withdrawn,0.0
BBB,2014J,644993,Distinction,76.3
BBB,2014J,645042,Fail,36.1
BBB,2014J,645047,Pass,68.85
BBB,2014J,645052,Withdrawn,0.0
BBB,2014J,645098,Pass,82.5
BBB,2014J,645183,Withdrawn,15.2
BBB,2014J,645248,Withdrawn,4.2
BBB,2014J,645256,Distinction,82.9
BBB,2014J,645359,Pass,65.0
BBB,2014J,645370,Pass,72.9
BBB,2014J,645371,Fail,0.0
BBB,2014J,645420,Fail,41.0
BBB,2014J,645510,Withdrawn,0.0
BBB,2014J,645639,Fail,66.9
BBB,2014J,645678,Pass,51.35
BBB,2014J,645753,Fail,0.0
BBB,2014J,645793,Fail,0.0
BBB,2014J,645950,Pass,66.7
BBB,2014J,645996,Withdrawn,0.0
BBB,2014J,646004,Withdrawn,20.9
BBB,2014J,646063,Pass,54.15
BBB,2014J,646075,Fail,0.0
BBB,2014J,646119,Pass,62.55
BBB,2014J,646133,Withdrawn,0.0
BBB,2014J,646151,Withdrawn,0.0
BBB,2014J,646178,Fail,22.4
BBB,2014J,646202,Pass,76.8
BBB,2014J,646260,Fail,19.7
BBB,2014J,646352,Fail,0.0
BBB,2014J,646415,Fail,49.0
BBB,2014J,646418,Distinction,78.5
BBB,2014J,646445,Withdrawn,0.0
BBB,2014J,646455,Withdrawn,0.0
BBB,2014J,646482,Pass,56.7
BBB,2014J,646484,Pass,67.3
BBB,2014J,646515,Withdrawn,0.0
BBB,2014J,646579,Pass,77.8
BBB,2014J,646580,Withdrawn,0.0
BBB,2014J,646618,Distinction,86.25
